"","gene","log2FoldChange","padj","hgnc_symbol"
"308","ENSG00000012822",-0.734953629229029,0.00269700103166938,"CALCOCO1"
"309","ENSG00000143013",-1.04782980917284,0.00270153138316929,"LMO4"
"310","ENSG00000175048",-0.874916460448756,0.00271562277642553,"ZDHHC14"
"311","ENSG00000159450",1.5583960689605,0.00274954383742595,"TCHH"
"312","ENSG00000078237",0.758217413997787,0.00280613099678787,"TIGAR"
"313","ENSG00000109805",1.06208631612256,0.00282640459129531,"NCAPG"
"314","ENSG00000137812",0.988695253862348,0.00284415935823985,"KNL1"
"315","ENSG00000162430",-0.59078833986482,0.00284890829500646,"SELENON"
"316","ENSG00000158555",-1.50351933035721,0.00285014398955145,"GDPD5"
"317","ENSG00000177042",-0.796500702281959,0.00286500549039233,"TMEM80"
"318","ENSG00000269190",-1.84941122680536,0.00288262975979965,"FBXO17"
"319","ENSG00000144579",-0.640145143497447,0.00291933127290482,"CTDSP1"
"320","ENSG00000123416",0.595058222954845,0.00293457588899245,"TUBA1B"
"321","ENSG00000072571",0.857991322445799,0.00293635270428495,"HMMR"
"322","ENSG00000171953",-0.605988295024771,0.00295266871179124,"ATPAF2"
"323","ENSG00000165879",-0.837039758690844,0.00299888695720268,"FRAT1"
"324","ENSG00000164885",-0.690941515164877,0.00306687222156461,"CDK5"
"325","ENSG00000167397",-0.735153506754624,0.00311149042635748,"VKORC1"
"326","ENSG00000108773",-1.02636590554166,0.00313307633833615,"KAT2A"
"327","ENSG00000115257",-2.05269855732108,0.00320416741172834,"PCSK4"
"328","ENSG00000138686",0.707833711906177,0.00321421025953835,"BBS7"
"329","ENSG00000135473",-0.773270109743136,0.00322124773794303,"PAN2"
"330","ENSG00000114933",0.642175725970387,0.00322606505246321,"INO80D"
"331","ENSG00000101986",-0.647727667641172,0.00327486189489959,"ABCD1"
"332","ENSG00000143554",-0.608265743412531,0.00328414216482563,"SLC27A3"
"333","ENSG00000132635",-0.72973709622038,0.00339256329578014,"PCED1A"
"334","ENSG00000126456",-0.649270860540419,0.00344575114645185,"IRF3"
"335","ENSG00000137310",0.890165992046942,0.00349004342677414,"TCF19"
"336","ENSG00000051128",-1.24661220280797,0.00350174290817046,"HOMER3"
"337","ENSG00000109756",0.665108858477705,0.00352820464205043,"RAPGEF2"
"338","ENSG00000188747",-1.28748293794473,0.00357226116854417,"NOXA1"
"339","ENSG00000188542",-0.81593987360877,0.0035755660553553,"DUSP28"
"340","ENSG00000079459",-0.619378775171112,0.00358526003764994,"FDFT1"
"341","ENSG00000172985",-0.799338161827194,0.00358563865046973,"SH3RF3"
"342","ENSG00000143797",1.47161769240469,0.00360201383061605,"MBOAT2"
"343","ENSG00000188130",-0.663402315597744,0.00360201383061605,"MAPK12"
"344","ENSG00000106948",-0.682581612361253,0.0036148776475885,"AKNA"
"345","ENSG00000005810",0.674563967979472,0.00370764479103283,"MYCBP2"
"346","ENSG00000239857",-1.44533142092971,0.00375126597991012,"GET4"
"347","ENSG00000167992",-0.787897881571183,0.00375226769293799,"VWCE"
"348","ENSG00000175305",0.883638977629914,0.00378049724969756,"CCNE2"
"349","ENSG00000113645",2.30534602939947,0.00385077159028711,"WWC1"
"350","ENSG00000059122",-0.677274777946234,0.00387333418046277,"FLYWCH1"
"351","ENSG00000229809",-0.65870620645786,0.00387333418046277,"ZNF688"
"352","ENSG00000103148",-0.585984241802398,0.00391219732354646,"NPRL3"
"353","ENSG00000149418",-1.36924204026595,0.00391219732354646,"ST14"
"354","ENSG00000085433",0.703169289179312,0.00397527822977688,"WDR47"
"355","ENSG00000178922",-1.37710589504674,0.00401079723083545,"HYI"
"356","ENSG00000226742",-1.63779236636231,0.00413252465905088,"HSBP1L1"
"357","ENSG00000008710",-0.808267692803674,0.0041446131038274,"PKD1"
"358","ENSG00000073737",-1.5338879764499,0.00423351013888094,"DHRS9"
"359","ENSG00000131584",-0.665747359825313,0.00424669573700343,"ACAP3"
"360","ENSG00000104866",-0.592277547065227,0.00424702748440746,"PPP1R37"
"361","ENSG00000129480",0.81136225482599,0.00431317620307346,"DTD2"
"362","ENSG00000063245",-0.634475961451641,0.00438599302253909,"EPN1"
"363","ENSG00000067066",0.668456011445338,0.00444899954278081,"SP100"
